Region,Product_Type,Sales_Amount,Payment_Method,Transaction_Time
East,Electronics,832,PayPal,5:00 PM
West,Clothing,170,Debit Card,12:00 PM
East,Clothing,815,Credit Card,5:00 PM
North,Electronics,453,Bitcoin,12:00 PM
South,Groceries,822,Debit Card,10:00 AM
North,Electronics,696,Cash,6:00 PM
East,Toys,835,Credit Card,9:00 AM
East,Furniture,617,Cash,3:00 PM
West,Toys,892,Debit Card,12:00 PM
South,Furniture,145,Credit Card,8:00 PM
West,Clothing,163,Bitcoin,4:00 PM
East,Groceries,918,Bitcoin,4:00 PM
North,Electronics,478,Bitcoin,8:00 PM
South,Groceries,589,PayPal,4:00 PM
North,Electronics,867,Cash,2:00 PM
North,Toys,51,Debit Card,5:00 PM
South,Toys,261,Credit Card,12:00 PM
West,Electronics,629,Cash,1:00 PM
North,Groceries,689,Debit Card,12:00 PM
East,Electronics,382,PayPal,1:00 PM
North,Clothing,73,Debit Card,10:00 AM
South,Toys,814,Cash,1:00 PM
South,Clothing,417,Debit Card,6:00 PM
South,Toys,791,Credit Card,4:00 PM
West,Toys,555,PayPal,5:00 PM
North,Furniture,225,Credit Card,3:00 PM
West,Clothing,478,PayPal,3:00 PM
West,Clothing,936,PayPal,2:00 PM
South,Furniture,782,Debit Card,10:00 AM
South,Groceries,491,Credit Card,6:00 PM
West,Clothing,597,PayPal,8:00 PM
North,Electronics,563,PayPal,7:00 PM
East,Furniture,944,Debit Card,6:00 PM
West,Clothing,410,Cash,9:00 PM
North,Groceries,323,Cash,5:00 PM
South,Clothing,226,Bitcoin,1:00 PM
South,Toys,313,Bitcoin,2:00 PM
North,Electronics,235,PayPal,9:00 AM
East,Furniture,576,Cash,1:00 PM
South,Toys,962,PayPal,2:00 PM
South,Groceries,328,Credit Card,6:00 PM
South,Toys,755,Cash,7:00 PM
North,Toys,247,Cash,10:00 AM
West,Groceries,398,Cash,3:00 PM
South,Toys,972,Bitcoin,12:00 PM
West,Furniture,470,Debit Card,1:00 PM
East,Clothing,354,Debit Card,11:00 AM
South,Toys,113,Bitcoin,1:00 PM
South,Furniture,339,Bitcoin,8:00 PM
East,Clothing,67,Bitcoin,12:00 PM
South,Clothing,113,Debit Card,8:00 PM
West,Toys,923,PayPal,6:00 PM
North,Furniture,379,Bitcoin,2:00 PM
West,Toys,919,PayPal,10:00 AM
North,Groceries,812,PayPal,11:00 AM
North,Clothing,989,Credit Card,8:00 PM
West,Toys,66,Debit Card,6:00 PM
West,Clothing,492,PayPal,9:00 AM
West,Furniture,190,Debit Card,3:00 PM
West,Electronics,357,Debit Card,5:00 PM
East,Toys,493,Credit Card,10:00 AM
South,Toys,545,Debit Card,3:00 PM
North,Clothing,475,PayPal,11:00 AM
West,Furniture,524,Cash,1:00 PM
West,Groceries,881,PayPal,2:00 PM
West,Furniture,294,PayPal,4:00 PM
East,Toys,499,Debit Card,12:00 PM
West,Groceries,851,PayPal,10:00 AM
West,Furniture,400,Cash,11:00 AM
West,Electronics,648,Debit Card,4:00 PM
South,Clothing,760,Bitcoin,3:00 PM
East,Furniture,919,PayPal,2:00 PM
West,Furniture,210,PayPal,1:00 PM
North,Electronics,189,Credit Card,7:00 PM
North,Toys,542,Bitcoin,1:00 PM
North,Clothing,637,Bitcoin,9:00 AM
East,Furniture,580,Cash,2:00 PM
East,Groceries,442,Bitcoin,9:00 PM
North,Furniture,891,Credit Card,5:00 PM
West,Clothing,450,Cash,4:00 PM
East,Furniture,99,Bitcoin,8:00 PM
North,Electronics,793,Cash,6:00 PM
North,Furniture,344,Bitcoin,9:00 AM
West,Furniture,474,Bitcoin,7:00 PM
South,Groceries,955,Bitcoin,9:00 PM
East,Electronics,61,PayPal,2:00 PM
West,Electronics,384,Bitcoin,11:00 AM
North,Furniture,64,PayPal,2:00 PM
North,Groceries,77,Debit Card,5:00 PM
West,Furniture,437,Credit Card,2:00 PM
East,Furniture,341,Cash,4:00 PM
South,Clothing,936,Cash,2:00 PM
South,Clothing,882,Debit Card,2:00 PM
North,Groceries,299,Bitcoin,3:00 PM
East,Toys,554,Credit Card,7:00 PM
South,Clothing,147,Debit Card,9:00 PM
East,Toys,864,Debit Card,6:00 PM
East,Electronics,386,Cash,7:00 PM
North,Clothing,88,PayPal,12:00 PM
South,Clothing,87,PayPal,9:00 PM
West,Groceries,349,Bitcoin,9:00 PM
North,Toys,228,Bitcoin,4:00 PM
South,Clothing,658,Debit Card,12:00 PM
South,Clothing,941,Bitcoin,3:00 PM
South,Groceries,518,PayPal,9:00 AM
South,Groceries,331,Credit Card,8:00 PM
South,Toys,799,Cash,5:00 PM
East,Electronics,213,PayPal,6:00 PM
North,Electronics,502,Bitcoin,5:00 PM
East,Furniture,146,Cash,3:00 PM
West,Clothing,818,Cash,4:00 PM
South,Toys,358,Debit Card,10:00 AM
North,Clothing,311,Bitcoin,6:00 PM
South,Toys,342,Debit Card,8:00 PM
North,Toys,819,Cash,6:00 PM
East,Toys,298,Debit Card,3:00 PM
North,Clothing,294,Bitcoin,9:00 AM
West,Groceries,300,PayPal,11:00 AM
West,Clothing,172,Credit Card,2:00 PM
North,Toys,374,PayPal,1:00 PM
North,Furniture,730,Cash,1:00 PM
North,Electronics,996,PayPal,5:00 PM
North,Toys,550,Debit Card,2:00 PM
West,Furniture,736,Bitcoin,11:00 AM
South,Groceries,830,PayPal,10:00 AM
North,Toys,765,PayPal,5:00 PM
North,Furniture,886,Bitcoin,6:00 PM
West,Toys,115,Debit Card,12:00 PM
West,Clothing,876,Credit Card,7:00 PM
East,Furniture,885,PayPal,1:00 PM
North,Clothing,108,Cash,5:00 PM
East,Clothing,780,Debit Card,1:00 PM
West,Furniture,547,Debit Card,3:00 PM
West,Electronics,422,PayPal,10:00 AM
South,Furniture,315,Bitcoin,10:00 AM
North,Electronics,702,PayPal,12:00 PM
East,Toys,285,PayPal,4:00 PM
West,Toys,947,Bitcoin,10:00 AM
West,Furniture,267,Cash,6:00 PM
East,Toys,576,Bitcoin,3:00 PM
South,Groceries,863,PayPal,9:00 PM
West,Clothing,490,Credit Card,9:00 PM
North,Clothing,699,Bitcoin,9:00 AM
West,Electronics,455,Cash,5:00 PM
North,Toys,793,Bitcoin,6:00 PM
East,Electronics,650,Bitcoin,2:00 PM
North,Clothing,638,Debit Card,7:00 PM
East,Clothing,697,Debit Card,9:00 AM
North,Toys,966,PayPal,6:00 PM
East,Groceries,518,PayPal,2:00 PM
North,Groceries,967,Bitcoin,1:00 PM
South,Toys,159,Credit Card,8:00 PM
North,Toys,402,PayPal,1:00 PM
North,Electronics,862,Bitcoin,1:00 PM
South,Toys,140,Bitcoin,12:00 PM
West,Groceries,985,Bitcoin,3:00 PM
West,Toys,931,Bitcoin,9:00 PM
North,Electronics,967,Bitcoin,5:00 PM
South,Electronics,463,Debit Card,9:00 PM
North,Electronics,751,Cash,12:00 PM
East,Electronics,122,Cash,10:00 AM
East,Furniture,734,Bitcoin,10:00 AM
North,Toys,596,PayPal,10:00 AM
West,Clothing,771,Credit Card,3:00 PM
West,Toys,347,Bitcoin,12:00 PM
North,Furniture,694,Credit Card,12:00 PM
North,Electronics,332,Debit Card,9:00 AM
East,Furniture,554,Cash,12:00 PM
West,Groceries,247,Debit Card,2:00 PM
North,Groceries,81,PayPal,10:00 AM
East,Toys,697,PayPal,12:00 PM
West,Toys,809,Bitcoin,7:00 PM
South,Clothing,920,PayPal,3:00 PM
East,Clothing,390,PayPal,9:00 PM
West,Groceries,707,Debit Card,5:00 PM
West,Electronics,383,Credit Card,10:00 AM
East,Furniture,192,Cash,4:00 PM
South,Clothing,795,PayPal,2:00 PM
East,Clothing,459,PayPal,4:00 PM
West,Electronics,998,Debit Card,10:00 AM
North,Electronics,93,Cash,7:00 PM
North,Toys,81,Debit Card,9:00 AM
East,Furniture,792,Credit Card,3:00 PM
West,Electronics,77,Debit Card,9:00 PM
North,Clothing,472,Cash,5:00 PM
West,Clothing,540,Cash,5:00 PM
East,Groceries,209,PayPal,10:00 AM
North,Electronics,894,Credit Card,12:00 PM
West,Toys,256,Bitcoin,9:00 PM
North,Furniture,67,PayPal,9:00 AM
East,Toys,152,Debit Card,7:00 PM
West,Clothing,631,Debit Card,3:00 PM
North,Toys,680,Cash,10:00 AM
East,Clothing,700,Cash,12:00 PM
North,Clothing,721,Cash,8:00 PM
North,Clothing,281,Bitcoin,10:00 AM
South,Clothing,709,Bitcoin,9:00 AM
South,Clothing,914,PayPal,3:00 PM
East,Groceries,473,Bitcoin,2:00 PM
South,Toys,953,Cash,10:00 AM
East,Groceries,804,PayPal,12:00 PM
South,Groceries,596,PayPal,8:00 PM
North,Electronics,886,Credit Card,7:00 PM
East,Electronics,943,Bitcoin,11:00 AM
East,Electronics,916,Debit Card,8:00 PM
North,Furniture,288,Debit Card,11:00 AM
East,Electronics,383,Credit Card,11:00 AM
East,Toys,198,Cash,7:00 PM
South,Groceries,672,Credit Card,12:00 PM
East,Toys,457,Cash,9:00 AM
West,Electronics,66,Bitcoin,9:00 AM
North,Furniture,963,Bitcoin,3:00 PM
South,Furniture,275,PayPal,1:00 PM
South,Groceries,701,PayPal,11:00 AM
West,Toys,705,PayPal,5:00 PM
North,Clothing,309,PayPal,1:00 PM
North,Toys,778,Debit Card,6:00 PM
South,Electronics,723,PayPal,11:00 AM
East,Clothing,653,PayPal,5:00 PM
South,Furniture,223,PayPal,9:00 AM
North,Groceries,892,Cash,5:00 PM
West,Groceries,254,PayPal,1:00 PM
South,Furniture,464,Credit Card,2:00 PM
North,Electronics,557,PayPal,10:00 AM
South,Furniture,202,PayPal,4:00 PM
East,Electronics,152,Debit Card,11:00 AM
South,Clothing,763,PayPal,9:00 AM
South,Furniture,841,Cash,3:00 PM
North,Electronics,114,Bitcoin,8:00 PM
North,Clothing,166,PayPal,11:00 AM
North,Furniture,714,PayPal,12:00 PM
South,Groceries,205,PayPal,1:00 PM
East,Furniture,725,Debit Card,9:00 AM
West,Toys,131,Bitcoin,7:00 PM
West,Furniture,567,Debit Card,7:00 PM
North,Toys,883,Debit Card,5:00 PM
North,Clothing,116,Debit Card,3:00 PM
South,Furniture,287,Cash,10:00 AM
West,Clothing,633,Bitcoin,9:00 PM
North,Clothing,656,Cash,9:00 AM
East,Electronics,865,Cash,7:00 PM
East,Clothing,375,Bitcoin,10:00 AM
North,Clothing,639,Cash,11:00 AM
North,Furniture,116,Bitcoin,8:00 PM
West,Furniture,225,PayPal,11:00 AM
West,Groceries,882,Debit Card,4:00 PM
South,Electronics,733,Cash,1:00 PM
West,Clothing,527,Bitcoin,5:00 PM
East,Electronics,304,Credit Card,11:00 AM
East,Toys,112,Cash,2:00 PM
North,Clothing,863,Cash,12:00 PM
West,Electronics,452,Bitcoin,4:00 PM
South,Groceries,807,Credit Card,8:00 PM
East,Groceries,241,Credit Card,9:00 AM
East,Clothing,378,PayPal,12:00 PM
South,Toys,120,Cash,3:00 PM
South,Groceries,927,Debit Card,5:00 PM
East,Groceries,790,Cash,9:00 PM
East,Toys,995,Debit Card,9:00 AM
South,Electronics,112,Debit Card,4:00 PM
East,Groceries,346,Bitcoin,10:00 AM
North,Furniture,294,Cash,12:00 PM
North,Groceries,568,Bitcoin,12:00 PM
South,Electronics,442,PayPal,4:00 PM
West,Electronics,821,Debit Card,7:00 PM
South,Clothing,650,Credit Card,10:00 AM
South,Furniture,226,Debit Card,3:00 PM
West,Electronics,253,PayPal,11:00 AM
West,Toys,695,Debit Card,5:00 PM
West,Furniture,643,Bitcoin,1:00 PM
North,Furniture,582,Cash,8:00 PM
East,Toys,960,Credit Card,4:00 PM
North,Groceries,177,Bitcoin,1:00 PM
East,Toys,244,Cash,9:00 AM
North,Toys,243,Credit Card,5:00 PM
East,Groceries,233,PayPal,6:00 PM
North,Groceries,296,Debit Card,7:00 PM
West,Groceries,922,Credit Card,8:00 PM
South,Groceries,921,PayPal,3:00 PM
North,Groceries,373,Cash,12:00 PM
East,Toys,209,Credit Card,3:00 PM
West,Clothing,755,PayPal,1:00 PM
North,Clothing,671,Cash,6:00 PM
North,Electronics,974,Bitcoin,5:00 PM
West,Clothing,115,Debit Card,10:00 AM
North,Clothing,979,PayPal,12:00 PM
South,Toys,303,Bitcoin,2:00 PM
North,Groceries,332,Cash,7:00 PM
South,Groceries,109,Credit Card,1:00 PM
South,Toys,167,Debit Card,9:00 AM
West,Clothing,472,Cash,5:00 PM
North,Toys,605,PayPal,5:00 PM
West,Electronics,771,Debit Card,11:00 AM
North,Groceries,85,Bitcoin,12:00 PM
North,Furniture,580,Debit Card,12:00 PM
East,Electronics,140,Bitcoin,6:00 PM
North,Electronics,350,Cash,4:00 PM
West,Toys,773,Credit Card,2:00 PM
South,Clothing,966,Debit Card,10:00 AM
North,Groceries,968,Credit Card,12:00 PM
East,Furniture,783,Credit Card,9:00 AM
West,Electronics,266,Debit Card,11:00 AM
North,Furniture,784,Debit Card,12:00 PM
West,Clothing,972,Credit Card,4:00 PM
East,Clothing,147,PayPal,11:00 AM
East,Furniture,505,PayPal,1:00 PM
West,Groceries,580,Debit Card,9:00 AM
North,Clothing,858,Credit Card,9:00 PM
South,Furniture,587,Credit Card,12:00 PM
East,Electronics,77,Cash,10:00 AM
North,Furniture,625,Credit Card,12:00 PM
North,Furniture,373,PayPal,1:00 PM
South,Toys,272,Cash,11:00 AM
East,Clothing,129,PayPal,2:00 PM
East,Groceries,612,Bitcoin,8:00 PM
North,Groceries,507,Debit Card,10:00 AM
North,Toys,663,Bitcoin,1:00 PM
South,Groceries,225,Debit Card,12:00 PM
South,Furniture,571,PayPal,1:00 PM
East,Toys,798,PayPal,9:00 PM
West,Electronics,506,Bitcoin,5:00 PM
East,Clothing,472,Debit Card,2:00 PM
North,Clothing,149,Debit Card,3:00 PM
East,Clothing,939,Cash,7:00 PM
West,Furniture,789,Credit Card,4:00 PM
South,Electronics,452,Cash,5:00 PM
West,Toys,625,PayPal,1:00 PM
West,Toys,429,Bitcoin,4:00 PM
West,Clothing,580,Debit Card,10:00 AM
South,Electronics,381,Cash,6:00 PM
West,Electronics,367,Bitcoin,5:00 PM
West,Electronics,702,Bitcoin,10:00 AM
West,Groceries,586,Credit Card,9:00 PM
North,Groceries,789,Debit Card,8:00 PM
West,Clothing,138,Bitcoin,1:00 PM
South,Electronics,653,Debit Card,2:00 PM
West,Electronics,560,Cash,12:00 PM
West,Toys,91,Bitcoin,4:00 PM
South,Toys,934,Bitcoin,6:00 PM
West,Clothing,856,Cash,11:00 AM
South,Electronics,975,Debit Card,7:00 PM
West,Clothing,438,Debit Card,9:00 PM
South,Toys,130,Bitcoin,1:00 PM
West,Toys,451,Cash,10:00 AM
West,Groceries,156,PayPal,11:00 AM
North,Clothing,160,Debit Card,4:00 PM
North,Clothing,326,PayPal,7:00 PM
West,Electronics,263,Bitcoin,1:00 PM
West,Electronics,792,PayPal,11:00 AM
East,Groceries,867,PayPal,1:00 PM
South,Furniture,555,Debit Card,5:00 PM
East,Furniture,170,Bitcoin,11:00 AM
North,Furniture,183,PayPal,8:00 PM
North,Clothing,867,Debit Card,6:00 PM
North,Clothing,769,PayPal,3:00 PM
North,Toys,420,Debit Card,4:00 PM
West,Clothing,306,Bitcoin,1:00 PM
North,Clothing,746,Cash,11:00 AM
West,Clothing,847,Debit Card,7:00 PM
West,Groceries,924,Debit Card,2:00 PM
North,Clothing,229,PayPal,9:00 PM
North,Electronics,982,Bitcoin,8:00 PM
South,Electronics,97,Credit Card,11:00 AM
East,Toys,648,Credit Card,5:00 PM
North,Groceries,946,Cash,10:00 AM
South,Electronics,68,Bitcoin,9:00 PM
South,Groceries,95,Debit Card,11:00 AM
East,Groceries,500,Credit Card,3:00 PM
West,Toys,947,Cash,6:00 PM
North,Groceries,105,Bitcoin,4:00 PM
East,Clothing,790,Cash,1:00 PM
North,Groceries,706,Credit Card,1:00 PM
South,Toys,141,PayPal,1:00 PM
South,Toys,131,PayPal,12:00 PM
West,Toys,786,Bitcoin,5:00 PM
South,Electronics,128,Cash,2:00 PM
South,Clothing,711,Debit Card,9:00 PM
East,Electronics,922,Credit Card,8:00 PM
North,Furniture,332,PayPal,9:00 PM
North,Clothing,360,PayPal,4:00 PM
East,Groceries,209,Cash,4:00 PM
West,Toys,365,PayPal,1:00 PM
North,Furniture,926,Cash,8:00 PM
South,Clothing,717,Credit Card,5:00 PM
North,Electronics,205,Cash,10:00 AM
South,Toys,937,PayPal,4:00 PM
West,Electronics,763,Cash,11:00 AM
East,Clothing,517,PayPal,3:00 PM
North,Clothing,970,Bitcoin,9:00 PM
East,Furniture,902,PayPal,5:00 PM
North,Groceries,511,PayPal,7:00 PM
South,Electronics,903,PayPal,1:00 PM
East,Furniture,166,Bitcoin,7:00 PM
North,Toys,715,Debit Card,4:00 PM
South,Groceries,413,PayPal,12:00 PM
East,Furniture,892,Debit Card,9:00 AM
East,Electronics,680,Credit Card,9:00 AM
North,Clothing,760,Cash,2:00 PM
North,Toys,962,Debit Card,4:00 PM
North,Electronics,515,Credit Card,6:00 PM
South,Groceries,824,Cash,10:00 AM
North,Groceries,233,PayPal,7:00 PM
East,Clothing,709,PayPal,12:00 PM
East,Clothing,215,PayPal,11:00 AM
North,Toys,124,Bitcoin,9:00 PM
North,Toys,797,Bitcoin,5:00 PM
West,Clothing,875,Bitcoin,11:00 AM
East,Clothing,321,Bitcoin,7:00 PM
South,Groceries,740,Credit Card,4:00 PM
West,Clothing,552,Credit Card,3:00 PM
North,Furniture,844,PayPal,9:00 AM
North,Electronics,612,Cash,4:00 PM
East,Clothing,636,Bitcoin,5:00 PM
North,Toys,705,Cash,4:00 PM
South,Furniture,392,Credit Card,6:00 PM
East,Toys,749,Bitcoin,6:00 PM
North,Furniture,684,Credit Card,9:00 AM
East,Clothing,893,Credit Card,7:00 PM
North,Electronics,300,Debit Card,9:00 PM
North,Toys,857,Credit Card,7:00 PM
North,Furniture,884,PayPal,3:00 PM
South,Groceries,179,Credit Card,9:00 PM
South,Clothing,813,Bitcoin,5:00 PM
East,Electronics,407,PayPal,1:00 PM
North,Clothing,993,Credit Card,10:00 AM
North,Groceries,741,PayPal,4:00 PM
South,Electronics,457,Credit Card,5:00 PM
North,Groceries,910,PayPal,3:00 PM
South,Clothing,544,Cash,8:00 PM
North,Furniture,671,Debit Card,9:00 PM
East,Clothing,531,PayPal,1:00 PM
North,Clothing,899,Bitcoin,4:00 PM
North,Clothing,127,Debit Card,2:00 PM
West,Toys,563,Debit Card,8:00 PM
South,Groceries,370,Credit Card,12:00 PM
North,Groceries,837,PayPal,9:00 AM
North,Groceries,339,Debit Card,2:00 PM
West,Toys,346,Bitcoin,4:00 PM
West,Furniture,730,Bitcoin,11:00 AM
South,Clothing,801,Bitcoin,8:00 PM
West,Furniture,524,Credit Card,3:00 PM
East,Toys,72,Cash,9:00 PM
West,Groceries,855,PayPal,8:00 PM
East,Clothing,221,Debit Card,3:00 PM
South,Electronics,884,PayPal,5:00 PM
South,Electronics,367,Debit Card,9:00 AM
South,Furniture,957,Credit Card,1:00 PM
South,Groceries,847,PayPal,4:00 PM
South,Electronics,904,Credit Card,9:00 PM
East,Furniture,242,Credit Card,9:00 PM
East,Toys,730,PayPal,11:00 AM
South,Furniture,965,PayPal,1:00 PM
West,Furniture,167,Debit Card,9:00 AM
North,Furniture,55,Bitcoin,5:00 PM
South,Clothing,892,Credit Card,12:00 PM
West,Furniture,532,Cash,1:00 PM
North,Furniture,181,Debit Card,11:00 AM
South,Clothing,142,Debit Card,10:00 AM
South,Clothing,812,Bitcoin,8:00 PM
East,Toys,571,Bitcoin,3:00 PM
North,Groceries,612,Credit Card,7:00 PM
North,Electronics,910,Debit Card,1:00 PM
West,Electronics,343,Debit Card,7:00 PM
East,Furniture,690,Cash,6:00 PM
East,Toys,441,Credit Card,11:00 AM
East,Furniture,298,Credit Card,10:00 AM
East,Electronics,663,Bitcoin,6:00 PM
North,Clothing,898,Credit Card,2:00 PM
North,Groceries,644,Cash,6:00 PM
South,Toys,752,Credit Card,2:00 PM
South,Clothing,466,PayPal,11:00 AM
East,Groceries,192,PayPal,9:00 PM
East,Toys,286,Cash,5:00 PM
East,Toys,336,Bitcoin,9:00 AM
South,Electronics,326,Debit Card,11:00 AM
West,Clothing,436,Credit Card,9:00 PM
West,Toys,431,Bitcoin,9:00 AM
South,Toys,499,Bitcoin,3:00 PM
South,Groceries,340,Credit Card,10:00 AM
South,Electronics,218,Debit Card,7:00 PM
South,Furniture,492,Credit Card,7:00 PM
South,Electronics,705,Debit Card,8:00 PM
South,Furniture,233,Cash,12:00 PM
East,Clothing,94,Debit Card,12:00 PM
East,Clothing,804,Bitcoin,9:00 PM
East,Toys,876,Cash,4:00 PM
East,Clothing,995,PayPal,7:00 PM
South,Toys,317,Cash,12:00 PM
West,Electronics,525,Debit Card,11:00 AM
North,Clothing,302,Cash,6:00 PM
South,Electronics,445,Cash,8:00 PM
North,Electronics,338,PayPal,11:00 AM
West,Clothing,261,Debit Card,1:00 PM
East,Electronics,738,Bitcoin,2:00 PM
West,Clothing,70,Cash,3:00 PM
South,Clothing,365,Credit Card,9:00 PM
East,Clothing,613,Bitcoin,1:00 PM
South,Furniture,487,Cash,3:00 PM
East,Electronics,472,Bitcoin,12:00 PM
North,Groceries,282,Credit Card,1:00 PM
North,Clothing,994,Bitcoin,2:00 PM
North,Electronics,172,Bitcoin,5:00 PM
West,Toys,923,Credit Card,2:00 PM
South,Clothing,661,Credit Card,6:00 PM
West,Clothing,263,Credit Card,7:00 PM
North,Groceries,971,PayPal,9:00 AM
South,Furniture,888,Credit Card,8:00 PM
North,Furniture,696,Bitcoin,7:00 PM
West,Clothing,879,Credit Card,3:00 PM
West,Electronics,779,Cash,7:00 PM
West,Toys,649,Credit Card,9:00 PM
North,Toys,841,Credit Card,7:00 PM
South,Electronics,89,Debit Card,11:00 AM
South,Clothing,801,Bitcoin,2:00 PM
North,Toys,381,Bitcoin,10:00 AM
South,Furniture,992,Cash,8:00 PM
North,Electronics,697,PayPal,3:00 PM
South,Groceries,231,Debit Card,9:00 AM
East,Clothing,314,Cash,9:00 PM
East,Electronics,820,Cash,10:00 AM
West,Toys,743,Bitcoin,5:00 PM
East,Clothing,582,Debit Card,5:00 PM
East,Furniture,912,Bitcoin,3:00 PM
East,Clothing,481,PayPal,10:00 AM
North,Clothing,992,Bitcoin,1:00 PM
East,Furniture,245,Credit Card,12:00 PM
East,Furniture,773,Bitcoin,10:00 AM
West,Clothing,558,Credit Card,10:00 AM
East,Furniture,496,Cash,6:00 PM
East,Electronics,577,PayPal,4:00 PM
South,Furniture,251,Credit Card,1:00 PM
West,Furniture,924,PayPal,4:00 PM
West,Clothing,779,Bitcoin,10:00 AM
West,Electronics,654,Bitcoin,10:00 AM
West,Groceries,182,Cash,7:00 PM
West,Groceries,188,Bitcoin,7:00 PM
West,Toys,718,Credit Card,11:00 AM
North,Furniture,542,Cash,7:00 PM
East,Furniture,896,PayPal,6:00 PM
West,Electronics,119,Cash,4:00 PM
East,Groceries,865,PayPal,4:00 PM
East,Toys,64,Debit Card,11:00 AM
North,Electronics,796,Credit Card,9:00 AM
West,Furniture,261,Credit Card,3:00 PM
South,Groceries,851,PayPal,12:00 PM
North,Toys,109,Bitcoin,11:00 AM
South,Clothing,301,Bitcoin,1:00 PM
East,Groceries,495,Debit Card,8:00 PM
East,Toys,51,PayPal,2:00 PM
North,Electronics,797,Debit Card,9:00 AM
North,Clothing,385,PayPal,8:00 PM
South,Toys,68,Debit Card,8:00 PM
West,Toys,610,PayPal,5:00 PM
South,Furniture,127,Credit Card,2:00 PM
North,Groceries,521,Debit Card,11:00 AM
South,Furniture,77,Debit Card,9:00 AM
North,Clothing,609,PayPal,9:00 PM
South,Toys,657,Cash,5:00 PM
North,Furniture,214,Cash,10:00 AM
North,Groceries,507,Credit Card,6:00 PM
North,Clothing,994,Bitcoin,2:00 PM
West,Electronics,926,Bitcoin,2:00 PM
South,Furniture,225,Credit Card,8:00 PM
South,Clothing,634,Bitcoin,11:00 AM
South,Electronics,917,PayPal,7:00 PM
North,Furniture,78,Cash,2:00 PM
South,Clothing,718,Credit Card,10:00 AM
South,Clothing,875,PayPal,4:00 PM
North,Furniture,865,Credit Card,9:00 PM
East,Clothing,328,Cash,9:00 AM
North,Toys,332,Bitcoin,2:00 PM
South,Furniture,528,PayPal,9:00 AM
North,Clothing,568,Cash,5:00 PM
East,Electronics,354,Credit Card,9:00 PM
North,Electronics,743,Debit Card,9:00 PM
South,Toys,158,PayPal,5:00 PM
East,Furniture,373,Credit Card,2:00 PM
West,Clothing,255,Credit Card,2:00 PM
South,Clothing,283,Cash,5:00 PM
East,Electronics,987,Credit Card,1:00 PM
East,Toys,507,PayPal,5:00 PM
West,Electronics,236,PayPal,1:00 PM
North,Electronics,989,Credit Card,12:00 PM
North,Toys,531,Cash,10:00 AM
South,Furniture,971,PayPal,10:00 AM
West,Clothing,456,Debit Card,9:00 PM
North,Furniture,890,Bitcoin,9:00 AM
West,Groceries,558,Cash,6:00 PM
North,Groceries,918,Cash,11:00 AM
East,Groceries,569,Bitcoin,9:00 AM
North,Toys,102,Bitcoin,9:00 PM
West,Electronics,447,PayPal,2:00 PM
East,Furniture,248,Credit Card,7:00 PM
East,Clothing,440,Credit Card,9:00 PM
East,Groceries,698,Debit Card,3:00 PM
West,Furniture,820,Credit Card,5:00 PM
South,Groceries,895,Debit Card,3:00 PM
South,Groceries,962,Debit Card,12:00 PM
South,Clothing,547,Cash,12:00 PM
West,Toys,221,Cash,4:00 PM
East,Electronics,135,PayPal,12:00 PM
South,Toys,607,Bitcoin,9:00 AM
West,Furniture,907,Bitcoin,5:00 PM
South,Toys,235,Debit Card,11:00 AM
North,Furniture,205,Bitcoin,9:00 AM
South,Furniture,542,Debit Card,5:00 PM
South,Electronics,959,Bitcoin,7:00 PM
East,Clothing,570,PayPal,7:00 PM
West,Electronics,676,Cash,9:00 PM
East,Toys,715,Cash,6:00 PM
East,Furniture,179,Debit Card,6:00 PM
East,Groceries,892,Bitcoin,1:00 PM
East,Groceries,130,Credit Card,8:00 PM
East,Furniture,433,PayPal,5:00 PM
South,Electronics,851,Bitcoin,11:00 AM
East,Clothing,708,Credit Card,2:00 PM
East,Electronics,344,PayPal,7:00 PM
West,Furniture,318,PayPal,8:00 PM
North,Furniture,694,Cash,7:00 PM
South,Clothing,611,Debit Card,8:00 PM
South,Toys,584,Bitcoin,3:00 PM
